,Hotel_name,name,rating,review,label,review],review_tokens
10,Hotel Gran Mahakam,Heru Pratomo,5.0,such a great place to staycation i would love to stay again later thx for services breakfast also has a great tasterooms service location more,Positif,such a great place to staycation i would love to stay again later thx for services breakfast also has a great tasterooms service location more,s u c h   a   g r e a t   p l a c e   t o   s t a y c a t i o n   i   w o u l d   l o v e   t o   s t a y   a g a i n   l a t e r   t h x   f o r   s e r v i c e s   b r e a k f a s t   a l s o   h a s   a   g r e a t   t a s t e r o o m s   s e r v i c e   l o c a t i o n   m o r e
11,Hotel Gran Mahakam,T Susatyo,5.0,amazing stars hotel in south jakarta attentive and helpful staff luxurious design super clean room and comfortable bed food was great rooms service location more,Positif,amazing stars hotel in south jakarta attentive and helpful staff luxurious design super clean room and comfortable bed food was great rooms service location more,a m a z i n g   s t a r s   h o t e l   i n   s o u t h   j a k a r t a   a t t e n t i v e   a n d   h e l p f u l   s t a f f   l u x u r i o u s   d e s i g n   s u p e r   c l e a n   r o o m   a n d   c o m f o r t a b l e   b e d   f o o d   w a s   g r e a t   r o o m s   s e r v i c e   l o c a t i o n   m o r e
12,Hotel Gran Mahakam,Adink,4.0,old hotel maintained well great location tasty breakfastrooms service location more,Positif,old hotel maintained well great location tasty breakfastrooms service location more,o l d   h o t e l   m a i n t a i n e d   w e l l   g r e a t   l o c a t i o n   t a s t y   b r e a k f a s t r o o m s   s e r v i c e   l o c a t i o n   m o r e
13,Hotel Gran Mahakam,Anita Harriyanti,5.0,nice place comfort and classy lil bit narrow but the interrior is good,Positif,nice place comfort and classy lil bit narrow but the interrior is good,n i c e   p l a c e   c o m f o r t   a n d   c l a s s y   l i l   b i t   n a r r o w   b u t   t h e   i n t e r r i o r   i s   g o o d
14,Hotel Gran Mahakam,Emma Ewaldsson,5.0,after our hour long flight from seattle to jakarta day quarantine at the hotel was amazing all the pain was paid off great foods friendly staff,Positif,after our hour long flight from seattle to jakarta day quarantine at the hotel was amazing all the pain was paid off great foods friendly staff,a f t e r   o u r   h o u r   l o n g   f l i g h t   f r o m   s e a t t l e   t o   j a k a r t a   d a y   q u a r a n t i n e   a t   t h e   h o t e l   w a s   a m a z i n g   a l l   t h e   p a i n   w a s   p a i d   o f f   g r e a t   f o o d s   f r i e n d l y   s t a f f
15,Hotel Gran Mahakam,Mida Hardo,5.0,i stayed at gran mahakam for repatriation we stayed for days night as per the current govenrment regulation we felt grateful to get the rooms here the hotel staff we met at the airport was friendly and helpful he helped us to find the local sim card so that we can still continue connected with social media while waiting our pcr result the check in was flawless and very helpfull as we reached there around am only the access to the hotel was a bit confusing at the start due to the regulation the main street was blocked however it got resolved after i called the hotel the reception gave very clear direction to the driver the car was very comfortable they had alphard to pick us up we had a nice sekoteng ginger sweet drink sent to the room to warm us up we rested well and very much pampered by the sophisticated menu selections regular kids menu vegetarian or glutten free menus we mostly ordered indonesian food during our stay i also worked from quarantine the wifi connection is okay few glitches but still acceptable i can ask the hotel to help for printing some important documents everytime we need extra items ie adaptor yoga mat water bottle the staffs will provide it immediately let me share the pictures that will give you ideas why we enjoyed our stay there thanks for everyone there,Positif,i stayed at gran mahakam for repatriation we stayed for days night as per the current govenrment regulation we felt grateful to get the rooms here the hotel staff we met at the airport was friendly and helpful he helped us to find the local sim card so that we can still continue connected with social media while waiting our pcr result the check in was flawless and very helpfull as we reached there around am only the access to the hotel was a bit confusing at the start due to the regulation the main street was blocked however it got resolved after i called the hotel the reception gave very clear direction to the driver the car was very comfortable they had alphard to pick us up we had a nice sekoteng ginger sweet drink sent to the room to warm us up we rested well and very much pampered by the sophisticated menu selections regular kids menu vegetarian or glutten free menus we mostly ordered indonesian food during our stay i also worked from quarantine the wifi connection is okay few glitches but still acceptable i can ask the hotel to help for printing some important documents everytime we need extra items ie adaptor yoga mat water bottle the staffs will provide it immediately let me share the pictures that will give you ideas why we enjoyed our stay there thanks for everyone there,i   s t a y e d   a t   g r a n   m a h a k a m   f o r   r e p a t r i a t i o n   w e   s t a y e d   f o r   d a y s   n i g h t   a s   p e r   t h e   c u r r e n t   g o v e n r m e n t   r e g u l a t i o n   w e   f e l t   g r a t e f u l   t o   g e t   t h e   r o o m s   h e r e   t h e   h o t e l   s t a f f   w e   m e t   a t   t h e   a i r p o r t   w a s   f r i e n d l y   a n d   h e l p f u l   h e   h e l p e d   u s   t o   f i n d   t h e   l o c a l   s i m   c a r d   s o   t h a t   w e   c a n   s t i l l   c o n t i n u e   c o n n e c t e d   w i t h   s o c i a l   m e d i a   w h i l e   w a i t i n g   o u r   p c r   r e s u l t   t h e   c h e c k   i n   w a s   f l a w l e s s   a n d   v e r y   h e l p f u l l   a s   w e   r e a c h e d   t h e r e   a r o u n d   a m   o n l y   t h e   a c c e s s   t o   t h e   h o t e l   w a s   a   b i t   c o n f u s i n g   a t   t h e   s t a r t   d u e   t o   t h e   r e g u l a t i o n   t h e   m a i n   s t r e e t   w a s   b l o c k e d   h o w e v e r   i t   g o t   r e s o l v e d   a f t e r   i   c a l l e d   t h e   h o t e l   t h e   r e c e p t i o n   g a v e   v e r y   c l e a r   d i r e c t i o n   t o   t h e   d r i v e r   t h e   c a r   w a s   v e r y   c o m f o r t a b l e   t h e y   h a d   a l p h a r d   t o   p i c k   u s   u p   w e   h a d   a   n i c e   s e k o t e n g   g i n g e r   s w e e t   d r i n k   s e n t   t o   t h e   r o o m   t o   w a r m   u s   u p   w e   r e s t e d   w e l l   a n d   v e r y   m u c h   p a m p e r e d   b y   t h e   s o p h i s t i c a t e d   m e n u   s e l e c t i o n s   r e g u l a r   k i d s   m e n u   v e g e t a r i a n   o r   g l u t t e n   f r e e   n u s   w e   m o s t l y   o r d e r e d   i n d o n e s i a n   f o o d   d u r i n g   o u r   s t a y   i   a l s o   w o r k e d   f r o m   q u a r a n t i n e   t h e   w i f i   c o n n e c t i o n   i s   o k a y   f e w   g l i t c h e s   b u t   s t i l l   a c c e p t a b l e   i   c a n   a s k   t h e   h o t e l   t o   h e l p   f o r   p r i n t i n g   s o m e   i m p o r t a n t   d o c u m e n t s   e v e r y t i m e   w e   n e e d   e x t r a   i t e m s   i e   a d a p t o r   y o g a   m a t   w a t e r   b o t t l e   t h e   s t a f f s   w i l l   p r o v i d e   i t   i m m e d i a t e l y   l e t   m e   s h a r e   t h e   p i c t u r e s   t h a t   w i l l   g i v e   y o u   i d e a s   w h y   w e   e n j o y e d   o u r   s t a y   t h e r e   t h a n k s   f o r   e v e r y o n e   t h e r e
16,Hotel Gran Mahakam,NATALIA MARGARET THATCHER,4.0,here for a wedding party good wedding gathering space but the parking area is small,Positif,here for a wedding party good wedding gathering space but the parking area is small,h e r e   f o r   a   w e d d i n g   p a r t y   g o o d   w e d d i n g   g a t h e r i n g   s p a c e   b u t   t h e   p a r k i n g   a r e a   i s   s m a l l
17,Hotel Gran Mahakam,Annisa Diana,5.0,one of the most comfortable hotel in south jakarta i love the ambience the cleanliness and how the staff treat us really well i got the room at th floor with citylight view at night the location at blok m is really strategic so we can go everywhere by foot easily maybe due to pandemic they serve basic menu for breakfast so there are not so much variant menu served,Positif,one of the most comfortable hotel in south jakarta i love the ambience the cleanliness and how the staff treat us really well i got the room at th floor with citylight view at night the location at blok m is really strategic so we can go everywhere by foot easily maybe due to pandemic they serve basic menu for breakfast so there are not so much variant menu served,o n e   o f   t h e   m o s t   c o m f o r t a b l e   h o t e l   i n   s o u t h   j a k a r t a   i   l o v e   t h e   a m b i e n c e   t h e   c l e a n l i n e s s   a n d   h o w   t h e   s t a f f   t r e a t   u s   r e a l l y   w e l l   i   g o t   t h e   r o o m   a t   t h   f l o o r   w i t h   c i t y l i g h t   v i e w   a t   n i g h t   t h e   l o c a t i o n   a t   b l o k   m   i s   r e a l l y   s t r a t e g i c   s o   w e   c a n   g o   e v e r y w h e r e   b y   f o o t   e a s i l y   m a y b e   d u e   t o   p a n d e m i c   t h e y   s e r v e   b a s i c   m e n u   f o r   b r e a k f a s t   s o   t h e r e   a r e   n o t   s o   m u c h   v a r i a n t   m e n u   s e r v e d
18,Hotel Gran Mahakam,davy Sukamta,5.0,the grande old dame this very beautiful hotel located right in the hearth of blok m kebayoran baru designed in art noveau style this boutique hotel provides decent size rooms a pool and several restaurants service is first rate the buffet lunch and dinner is great the bar is cozy and they provides parking space in the basement,Positif,the grande old dame this very beautiful hotel located right in the hearth of blok m kebayoran baru designed in art noveau style this boutique hotel provides decent size rooms a pool and several restaurants service is first rate the buffet lunch and dinner is great the bar is cozy and they provides parking space in the basement,t h e   g r a n d e   o l d   d a m e   t h i s   v e r y   b e a u t i f u l   h o t e l   l o c a t e d   r i g h t   i n   t h e   h e a r t h   o f   b l o k   m   k e b a y o r a n   b a r u   d e s i g n e d   i n   a r t   n o v e a u   s t y l e   t h i s   b o u t i q u e   h o t e l   p r o v i d e s   d e c e n t   s i z e   r o o m s   a   p o o l   a n d   s e v e r a l   r e s t a u r a n t s   s e r v i c e   i s   f i r s t   r a t e   t h e   b u f f e t   l u n c h   a n d   d i n n e r   i s   g r e a t   t h e   b a r   i s   c o z y   a n d   t h e y   p r o v i d e s   p a r k i n g   s p a c e   i n   t h e   b a s e m e n t
19,Hotel Gran Mahakam,Achmad Rafiq Kamaluddin,5.0,amazing hotel when we want to see a hotel like in europe we can go to grand mahakamrooms service location more,Positif,amazing hotel when we want to see a hotel like in europe we can go to grand mahakamrooms service location more,a m a z i n g   h o t e l   w h e n   w e   w a n t   t o   s e e   a   h o t e l   l i k e   i n   e u r o p e   w e   c a n   g o   t o   g r a n d   m a h a k a m r o o m s   s e r v i c e   l o c a t i o n   m o r e
20,Hotel Gran Mahakam,Jane Koh,5.0,nice boutique hotel with lots of eateries and street food nearby,Positif,nice boutique hotel with lots of eateries and street food nearby,n i c e   b o u t i q u e   h o t e l   w i t h   l o t s   o f   e a t e r i e s   a n d   s t r e e t   f o o d   n e a r b y
21,Hotel Gran Mahakam,Ayu Andika,5.0,excellent hotel with good ambience great food love itrooms service location more,Positif,excellent hotel with good ambience great food love itrooms service location more,e x c e l l e n t   h o t e l   w i t h   g o o d   a m b i e n c e   g r e a t   f o o d   l o v e   i t r o o m s   s e r v i c e   l o c a t i o n   m o r e
22,Hotel Gran Mahakam,Ilham Nugraha,5.0,i enjoy staying at this hotel all food is delicious i could eat more and more because it is so tasty other than that i think it is good for one ot two day stay,Positif,i enjoy staying at this hotel all food is delicious i could eat more and more because it is so tasty other than that i think it is good for one ot two day stay,i   e n j o y   s t a y i n g   a t   t h i s   h o t e l   a l l   f o o d   i s   d e l i c i o u s   i   c o u l d   e a t   m o r e   a n d   m o r e   b e c a u s e   i t   i s   s o   t a s t y   o t h e r   t h a n   t h a t   i   t h i n k   i t   i s   g o o d   f o r   o n e   o t   t w o   d a y   s t a y
23,Hotel Gran Mahakam,Arni Pamungkas,5.0,small but elegant hotel often used for a wedding covid protocols is well applied in this hotel nice friendly staff but the parking lot is limited specially when there s a wedding,Positif,small but elegant hotel often used for a wedding covid protocols is well applied in this hotel nice friendly staff but the parking lot is limited specially when there s a wedding,s m a l l   b u t   e l e g a n t   h o t e l   o f t e n   u s e d   f o r   a   w e d d i n g   c o v i d   p r o t o c o l s   i s   w e l l   a p p l i e d   i n   t h i s   h o t e l   n i c e   f r i e n d l y   s t a f f   b u t   t h e   p a r k i n g   l o t   i s   l i m i t e d   s p e c i a l l y   w h e n   t h e r e   s   a   w e d d i n g
24,Hotel Gran Mahakam,Ambrosius Pin Pin Wijaya,5.0,their service is fast and friendly the variety of the food is very good for dinner a bit limited for breakfast taste is fantastic and the atmosphere is nice and cozy i love my experience here,Positif,their service is fast and friendly the variety of the food is very good for dinner a bit limited for breakfast taste is fantastic and the atmosphere is nice and cozy i love my experience here,t h e i r   s e r v i c e   i s   f a s t   a n d   f r i e n d l y   t h e   v a r i e t y   o f   t h e   f o o d   i s   v e r y   g o o d   f o r   d i n n e r   a   b i t   l i m i t e d   f o r   b r e a k f a s t   t a s t e   i s   f a n t a s t i c   a n d   t h e   a t m o s p h e r e   i s   n i c e   a n d   c o z y   i   l o v e   m y   e x p e r i e n c e   h e r e
25,Hotel Gran Mahakam,Putri Nur Indah Pratiwi,5.0,vintage architecture style excellent service and good attitude rooms service location more,Positif,vintage architecture style excellent service and good attitude rooms service location more,v i n t a g e   a r c h i t e c t u r e   s t y l e   e x c e l l e n t   s e r v i c e   a n d   g o o d   a t t i t u d e   r o o m s   s e r v i c e   l o c a t i o n   m o r e
26,Hotel Gran Mahakam,Bagas Danara,5.0,beautiful hotel good room great hospitality rooms service location more,Positif,beautiful hotel good room great hospitality rooms service location more,b e a u t i f u l   h o t e l   g o o d   r o o m   g r e a t   h o s p i t a l i t y   r o o m s   s e r v i c e   l o c a t i o n   m o r e
27,Hotel Gran Mahakam,Rike Bewinda,5.0,was here for having lunch with my best friend yes another birthday treat it was good the staff giving a friendly welcome since we come earlier before the restaurant start to open lunch time they have a lot of variation of food yes its from east to west its a complete buffet i love their sushi their vegetables stir fry and their sweet cakes section they also serve local cuisine and dessert love it they also have a nice restaurant room pretty decoration and elegant,Positif,was here for having lunch with my best friend yes another birthday treat it was good the staff giving a friendly welcome since we come earlier before the restaurant start to open lunch time they have a lot of variation of food yes its from east to west its a complete buffet i love their sushi their vegetables stir fry and their sweet cakes section they also serve local cuisine and dessert love it they also have a nice restaurant room pretty decoration and elegant,w a s   h e r e   f o r   h a v i n g   l u n c h   w i t h   m y   b e s t   f r i e n d   y e s   a n o t h e r   b i r t h d a y   t r e a t   i t   w a s   g o o d   t h e   s t a f f   g i v i n g   a   f r i e n d l y   w e l c o m e   s i n c e   w e   c o m e   e a r l i e r   b e f o r e   t h e   r e s t a u r a n t   s t a r t   t o   o p e n   l u n c h   t i m e   t h e y   h a v e   a   l o t   o f   v a r i a t i o n   o f   f o o d   y e s   i t s   f r o m   e a s t   t o   w e s t   i t s   a   c o m p l e t e   b u f f e t   i   l o v e   t h e i r   s u s h i   t h e i r   v e g e t a b l e s   s t i r   f r y   a n d   t h e i r   s w e e t   c a k e s   s e c t i o n   t h e y   a l s o   s e r v e   l o c a l   c u i s i n e   a n d   d e s s e r t   l o v e   i t   t h e y   a l s o   h a v e   a   n i c e   r e s t a u r a n t   r o o m   p r e t t y   d e c o r a t i o n   a n d   e l e g a n t
28,Hotel Gran Mahakam,Jessica Krisanti,4.0,love the decoration inside the lobby and the ambience for cafe is amazing but the downside is the parking area not enough space,Positif,love the decoration inside the lobby and the ambience for cafe is amazing but the downside is the parking area not enough space,l o v e   t h e   d e c o r a t i o n   i n s i d e   t h e   l o b b y   a n d   t h e   a m b i e n c e   f o r   c a f e   i s   a m a z i n g   b u t   t h e   d o w n s i d e   i s   t h e   p a r k i n g   a r e a   n o t   e n o u g h   s p a c e
29,Hotel Gran Mahakam,Erika Juanita,5.0,i love love love this hotel this is my first time on the new year staycation but i really love the interior and all circumstances will come back to stay at the hotel gran mahakam definitely,Positif,i love love love this hotel this is my first time on the new year staycation but i really love the interior and all circumstances will come back to stay at the hotel gran mahakam definitely,i   l o v e   l o v e   l o v e   t h i s   h o t e l   t h i s   i s   m y   f i r s t   t i m e   o n   t h e   n e w   y e a r   s t a y c a t i o n   b u t   i   r e a l l y   l o v e   t h e   i n t e r i o r   a n d   a l l   c i r c u m s t a n c e s   w i l l   c o m e   b a c k   t o   s t a y   a t   t h e   h o t e l   g r a n   m a h a k a m   d e f i n i t e l y
30,Veranda Hotel at Pakubuwono,Shabrina Indah Fitriani,5.0,perfect location easy to get around great ambience friendly service comfy and clean room veranda has a restaurant called wyls kitchen on the ground floor which is really beautiful for weddings or any events spacious parking area reasonable prices,Positif,perfect location easy to get around great ambience friendly service comfy and clean room veranda has a restaurant called wyls kitchen on the ground floor which is really beautiful for weddings or any events spacious parking area reasonable prices,p e r f e c t   l o c a t i o n   e a s y   t o   g e t   a r o u n d   g r e a t   a m b i e n c e   f r i e n d l y   s e r v i c e   c o m f y   a n d   c l e a n   r o o m   v e r a n d a   h a s   a   r e s t a u r a n t   c a l l e d   w y l s   k i t c h e n   o n   t h e   g r o u n d   f l o o r   w h i c h   i s   r e a l l y   b e a u t i f u l   f o r   w e d d i n g s   o r   a n y   e v e n t s   s p a c i o u s   p a r k i n g   a r e a   r e a s o n a b l e   p r i c e s
